RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"16:40:00"	"2012-03-16"	"Cheltenham"	"Pateese (FR)"	"66.00"	"221.16"	"Handicap Hurdle"	"7"	"24"	"Griffiths, Matt"	"Hobbs, P J / White, J"	"2m4.5f "	"2"	"6"	"12"	"24"
"16:40:00"	"2012-03-16"	"Cheltenham"	"Like Minded"	"50.00"	"130"	"Handicap Hurdle"	"8"	"24"	"Mahon, Mr R"	"Nicholls, P F"	"2m4.5f "	"2"	"28"	"2"	"6"
"16:40:00"	"2012-03-16"	"Cheltenham"	"Bourne"	"4.50"	"7.2"	"Handicap Hurdle"	"9"	"24"	"Brooke, Henry"	"McCain Jnr, D"	"2m4.5f "	"2"	"27"	"1"	"18"
"16:40:00"	"2012-03-16"	"Cheltenham"	"Open Hearted"	"9.00"	"12.97"	"Handicap Hurdle"	"14"	"24"	"McGrath, Jeremiah"	"Henderson, N J"	"2m4.5f "	"2"	"28"	"1"	"12"
"16:40:00"	"2012-03-16"	"Cheltenham"	"Empire Levant (USA)"	"20.00"	"24.8"	"Handicap Hurdle"	"15"	"24"	"Derham, Mr H "	"Nicholls, P F"	"2m4.5f "	"2"	"28"	"15"	"20"
"16:40:00"	"2012-03-16"	"Cheltenham"	"Knight Pass (IRE)"	"66.00"	"190"	"Handicap Hurdle"	"17"	"24"	"Powell, Brendan"	"Greatrex, W J"	"2m4.5f "	"2"	"2"	"PU"	"28"
"16:40:00"	"2012-03-16"	"Cheltenham"	"Ski Sunday"	"50.00"	"186"	"Handicap Hurdle"	"UR"	"24"	"Kirk, Mr R J"	"Vaughan, Tim"	"2m4.5f "	"2"	"24"	"10"	"11"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Edgardo Sol (FR)"	"25.00"	"36.19"	"Handicap Hurdle"	"2"	"26"	"Derham, Mr H "	"Nicholls, P F"	"2m1f "	"1"	"24"	"5"	"11"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Via Galilei (IRE)"	"33.00"	"85.77"	"Handicap Hurdle"	"5"	"26"	"Moore, Jamie"	"Moore, Gary and Josh"	"2m1f "	"1"	"28"	"11"	"20"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Dee Ee Williams (IRE)"	"50.00"	"150"	"Handicap Hurdle"	"6"	"26"	"Glassonbury, Andrew"	"Gifford, N J"	"2m1f "	"1"	"24"	"8"	"11"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Dirar (IRE)"	"20.00"	"28.33"	"Handicap Hurdle"	"7"	"26"	"Condon, D J"	"Elliott, Gordon"	"2m1f "	"1"	"232"	"3"	"20"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Desert Cry (IRE)"	"25.00"	"30.01"	"Handicap Hurdle"	"9"	"26"	"Maguire, Jason"	"McCain Jnr, D"	"2m1f "	"1"	"28"	"12"	"20"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Local Hero (GER)"	"20.00"	"34.74"	"Handicap Hurdle"	"11"	"26"	"Hughes, Brian"	"Gollings, S"	"2m1f "	"1"	"30"	"3"	"6"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Starluck (IRE)"	"33.00"	"41.55"	"Handicap Hurdle"	"12"	"26"	"Cannon, Tom J"	"Arbuthnot, D W P"	"2m1f "	"1"	"27"	"3"	"5"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Raya Star (IRE)"	"8.00"	"10.5"	"Handicap Hurdle"	"13"	"26"	"Thornton, Robert"	"King, A"	"2m1f "	"1"	"28"	"3"	"20"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Ifyouletmefinish (IRE)"	"16.00"	"23"	"Handicap Hurdle"	"15"	"26"	"Scholfield, Nick"	"Scott, J"	"2m1f "	"1"	"24"	"1"	"14"
"14:05:00"	"2012-03-16"	"Cheltenham"	"Olofi (FR)"	"6.50"	"8.34"	"Handicap Hurdle"	"16"	"26"	"Brennan, P J"	"George, T R"	"2m1f "	"1"	"28"	"5"	"20"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Becauseicouldntsee (IRE)"	"9.00"	"14.53"	"Handicap Chase"	"2"	"23"	"McNamara, Mr R P"	"Glynn, N F"	"3m1.5f "	"2"	"29"	"2"	"4"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Exmoor Ranger (IRE)"	"33.00"	"83.8"	"Handicap Chase"	"3"	"23"	"Guerriero, Mr Joshua"	"Dartnall, V R A"	"3m1.5f "	"2"	"26"	"F"	"12"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Start Me Up (IRE)"	"10.00"	"13.5"	"Handicap Chase"	"5"	"23"	"Carberry, Miss N"	"Swan, C F"	"3m1.5f "	"2"	"25"	"3"	"7"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Brackloon High (IRE)"	"10.00"	"14.5"	"Handicap Chase"	"12"	"23"	"Harding, Mr R O"	"Chance, Noel T"	"3m1.5f "	"2"	"28"	"1"	"8"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Sona Sasta (IRE)"	"16.00"	"24.57"	"Handicap Chase"	"13"	"23"	"Ennis, Mikey"	"Pipe, D E"	"3m1.5f "	"2"	"26"	"5"	"14"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Fredo (IRE)"	"40.00"	"70"	"Handicap Chase"	"16"	"23"	"Hodson, Mr J"	"Williams, Ian"	"3m1.5f "	"2"	"26"	"PU"	"14"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Slippers Percy (IRE)"	"100.00"	"461.85"	"Handicap Chase"	"21"	"23"	"Morley, Mr A"	"Davis, Miss J S"	"3m1.5f "	"2"	"26"	"9"	"13"
"16:40:00"	"2012-03-15"	"Cheltenham"	"Midnight Appeal"	"10.00"	"15"	"Handicap Chase"	"F"	"23"	"Henderson, Mr R G"	"King, A"	"3m1.5f "	"2"	"27"	"1"	"13"
"16:00:00"	"2012-03-15"	"Cheltenham"	"The Cockney Mackem (IRE)"	"10.00"	"13.43"	"Handicap Chase"	"2"	"22"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"	"2m5f "	"1"	"22"	"2"	"8"
"16:00:00"	"2012-03-15"	"Cheltenham"	"Gansey (IRE)"	"33.00"	"65.28"	"Handicap Chase"	"9"	"22"	"Buchanan, Peter"	"Smith, Mrs S J"	"2m5f "	"1"	"19"	"4"	"8"
"16:00:00"	"2012-03-15"	"Cheltenham"	"Niceonefrankie"	"7.00"	"10"	"Handicap Chase"	"11"	"22"	"Coleman, A"	"Williams, Miss Venetia"	"2m5f "	"1"	"13"	"1"	"6"
"16:00:00"	"2012-03-15"	"Cheltenham"	"Kilcrea Asla (IRE)"	"66.00"	"153.18"	"Handicap Chase"	"15"	"22"	"Moore, Mr K"	"McPherson, Graeme P"	"2m5f "	"1"	"26"	"2"	"13"
"16:00:00"	"2012-03-15"	"Cheltenham"	"Fine Parchment (IRE)"	"20.00"	"24.59"	"Handicap Chase"	"PU"	"22"	"Fehily, Noel"	"Mann, C J"	"2m5f "	"1"	"12"	"4"	"12"
"16:00:00"	"2012-03-15"	"Cheltenham"	"Radetsky March (IRE)"	"66.00"	"188.93"	"Handicap Chase"	"PU"	"22"	"Batchelor, Mattie"	"Bradstock, M"	"2m5f "	"1"	"15"	"PU"	"14"
"16:00:00"	"2012-03-15"	"Cheltenham"	"Crack Away Jack"	"6.50"	"7.8"	"Handicap Chase"	"PU"	"22"	"Walsh, R"	"Nicholls, P F"	"2m5f "	"1"	"26"	"13"	"18"
"14:05:00"	"2012-03-15"	"Cheltenham"	"Cape Tribulation"	"14.00"	"21.87"	"Handicap Hurdle"	"1"	"24"	"ORegan, Denis"	"Jefferson, J M"	"3m "	"1"	"26"	"4"	"19"
"14:05:00"	"2012-03-15"	"Cheltenham"	"Cantlow (IRE)"	"33.00"	"45.52"	"Handicap Hurdle"	"3"	"24"	"Elsworth, Dominic"	"Webber, P R"	"3m "	"1"	"15"	"11"	"14"
"14:05:00"	"2012-03-15"	"Cheltenham"	"Houblon Des Obeaux (FR)"	"33.00"	"42.63"	"Handicap Hurdle"	"4"	"24"	"Coleman, A"	"Williams, Miss Venetia"	"3m "	"1"	"26"	"10"	"19"
"14:05:00"	"2012-03-15"	"Cheltenham"	"Reindeer Dippin"	"40.00"	"82.14"	"Handicap Hurdle"	"5"	"24"	"Brooke, Henry"	"McCain Jnr, D"	"3m "	"1"	"26"	"4"	"7"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Une Artiste (FR)"	"40.00"	"55.32"	"Handicap Novices Hurdle"	"1"	"24"	"McGrath, Jeremiah"	"Henderson, N J"	"2m.5f "	"1"	"18"	"4"	"8"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Edeymi (IRE)"	"11.00"	"13.15"	"Handicap Novices Hurdle"	"2"	"24"	"Russell, D N"	"Martin, A J"	"2m.5f "	"1"	"27"	"1"	"18"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Arnaud (IRE)"	"50.00"	"127.25"	"Handicap Novices Hurdle"	"5"	"24"	"Enright, P T"	"Byrnes, C"	"2m.5f "	"1"	"18"	"5"	"10"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Chill (IRE)"	"25.00"	"52.64"	"Handicap Novices Hurdle"	"6"	"24"	"Cooper, Bryan J"	"Hughes, D T"	"2m.5f "	"1"	"17"	"7"	"10"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Bat Masterson (IRE)"	"25.00"	"46"	"Handicap Novices Hurdle"	"8"	"24"	"Linehan, Mr M J"	"Meade, Noel"	"2m.5f "	"1"	"18"	"3"	"10"
"16:40:00"	"2012-03-14"	"Cheltenham"	"High Samana"	"66.00"	"287.13"	"Handicap Novices Hurdle"	"10"	"24"	"Thornton, Andrew"	"Mullins, J W"	"2m.5f "	"1"	"25"	"2"	"7"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Kapga De Cerisy (FR)"	"25.00"	"36.43"	"Handicap Novices Hurdle"	"11"	"24"	"Coleman, A"	"Williams, Miss Venetia"	"2m.5f "	"1"	"26"	"1"	"11"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Lemon Drop Red (USA)"	"25.00"	"36.5"	"Handicap Novices Hurdle"	"13"	"24"	"Elsworth, Dominic"	"Webber, P R"	"2m.5f "	"1"	"28"	"1"	"13"
"16:40:00"	"2012-03-14"	"Cheltenham"	"Ardlui (IRE)"	"16.00"	"23.66"	"Handicap Novices Hurdle"	"15"	"24"	"Hutchinson, Wayne"	"King, A"	"2m.5f "	"1"	"21"	"3"	"14"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Get Me Out Of Here (IRE)"	"6.00"	"8.74"	"Handicap Hurdle"	"2"	"28"	"McCoy, A P"	"ONeill, Jonjo and AJ"	"2m5f "	"1"	"26"	"2"	"20"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Silverhand (IRE)"	"25.00"	"36"	"Handicap Hurdle"	"4"	"28"	"Carberry, P"	"Meade, Noel"	"2m5f "	"1"	"230"	"6"	"20"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Balgarry (FR)"	"6.00"	"7.45"	"Handicap Hurdle"	"7"	"28"	"Scudamore, Tom"	"Pipe, D E"	"2m5f "	"1"	"11"	"1"	"11"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Third Intention (IRE)"	"20.00"	"27"	"Handicap Hurdle"	"8"	"28"	"Tizzard, Joe"	"Tizzard, C L"	"2m5f "	"1"	"17"	"1"	"7"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Consigliere (FR)"	"40.00"	"92.13"	"Handicap Hurdle"	"9"	"28"	"Bellamy, Tom"	"Pipe, D E"	"2m5f "	"1"	"18"	"4"	"10"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Dare Me (IRE)"	"12.00"	"16.04"	"Handicap Hurdle"	"10"	"28"	"Twiston-Davies, Sam"	"Hobbs, P J / White, J"	"2m5f "	"1"	"22"	"3"	"11"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Final Approach"	"20.00"	"34"	"Handicap Hurdle"	"11"	"28"	"Walsh, R"	"Mullins, W P"	"2m5f "	"1"	"26"	"18"	"20"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Tenor Nivernais (FR)"	"25.00"	"32.89"	"Handicap Hurdle"	"12"	"28"	"Dunne, R T"	"Williams, Miss Venetia"	"2m5f "	"1"	"23"	"1"	"13"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Poole Master"	"8.00"	"10"	"Handicap Hurdle"	"17"	"28"	"Honour, Chris"	"Pipe, D E"	"2m5f "	"1"	"12"	"1"	"13"
"16:00:00"	"2012-03-14"	"Cheltenham"	"Abergavenny"	"20.00"	"26"	"Handicap Hurdle"	"F"	"28"	"Giles, Felix De"	"Ellison, B"	"2m5f "	"1"	"26"	"9"	"20"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Hunt Ball (IRE)"	"6.50"	"9"	"Handicap Novices Chase"	"1"	"20"	"Scholfield, Nick"	"Burke, Kieran"	"2m4.5f "	"1"	"17"	"1"	"8"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Owen Glendower (IRE)"	"33.00"	"73.47"	"Handicap Novices Chase"	"3"	"20"	"Tinkler, Andrew"	"Henderson, N J"	"2m4.5f "	"1"	"19"	"1"	"5"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Carrickboy (IRE)"	"8.00"	"9.85"	"Handicap Novices Chase"	"6"	"20"	"Coleman, A"	"Williams, Miss Venetia"	"2m4.5f "	"1"	"8"	"1"	"7"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Vino Griego (FR)"	"20.00"	"28.91"	"Handicap Novices Chase"	"8"	"20"	"Moore, Jamie"	"Moore, Gary and Josh"	"2m4.5f "	"1"	"24"	"12"	"18"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Harpsy Cord (IRE)"	"16.00"	"18.03"	"Handicap Novices Chase"	"9"	"20"	"Lynch, A E"	"Dreaper, J T R"	"2m4.5f "	"1"	"24"	"1"	"18"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Mics Delight (IRE)"	"14.00"	"21.84"	"Handicap Novices Chase"	"12"	"20"	"ORegan, Denis"	"Dartnall, V R A"	"2m4.5f "	"1"	"23"	"1"	"6"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Falcon Island"	"66.00"	"110"	"Handicap Novices Chase"	"13"	"20"	"Tizzard, Joe"	"Tizzard, C L"	"2m4.5f "	"1"	"18"	"2"	"4"
"17:15:00"	"2012-03-13"	"Cheltenham"	"Cucumber Run (IRE)"	"40.00"	"53.27"	"Handicap Novices Chase"	"17"	"20"	"Bass, David"	"Henderson, N J"	"2m4.5f "	"1"	"16"	"F"	"5"
"16:00:00"	"2012-03-13"	"Cheltenham"	"Fortification (USA)"	"14.00"	"17"	"Handicap Chase"	"PU"	"16"	"ORegan, Denis"	"Burke, Kieran"	"3m7f "	"2"	"18"	"1"	"11"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Alfie Sherrin"	"14.00"	"19.35"	"Handicap Chase"	"1"	"19"	"McLernon, R P"	"ONeill, Jonjo and AJ"	"3m.5f "	"1"	"24"	"5"	"19"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Our Mick"	"11.00"	"14.02"	"Handicap Chase"	"3"	"19"	"Maguire, Jason"	"McCain Jnr, D"	"3m.5f "	"1"	"25"	"3"	"7"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Magnanimity (IRE)"	"14.00"	"17.5"	"Handicap Chase"	"6"	"19"	"Russell, D N"	"Hughes, D T"	"3m.5f "	"1"	"17"	"4"	"8"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Riguez Dancer"	"40.00"	"79.35"	"Handicap Chase"	"8"	"19"	"Alexander, Lucy"	"Murphy, Ferdy"	"3m.5f "	"1"	"27"	"F"	"10"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Pentiffic (NZ)"	"16.00"	"21.74"	"Handicap Chase"	"9"	"19"	"Dunne, R T"	"Williams, Miss Venetia"	"3m.5f "	"1"	"10"	"F"	"6"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Tullamore Dew (IRE)"	"12.00"	"20.88"	"Handicap Chase"	"13"	"19"	"Treadwell, Liam"	"Gifford, N J"	"3m.5f "	"1"	"24"	"2"	"12"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Mount Oscar (IRE)"	"33.00"	"60"	"Handicap Chase"	"PU"	"19"	"Tizzard, Joe"	"Tizzard, C L"	"3m.5f "	"1"	"17"	"5"	"10"
"14:40:00"	"2012-03-13"	"Cheltenham"	"Mossley (IRE)"	"16.00"	"22"	"Handicap Chase"	"PU"	"19"	"Geraghty, B J"	"Henderson, N J"	"3m.5f "	"1"	"25"	"PU"	"7"
"17:15:00"	"2011-03-18"	"Cheltenham"	"Oiseau De Nuit (FR)"	"40.00"	"61.86"	"Handicap Chase"	"1"	"23"	"Clements, Mr S"	"Tizzard, C L"	"2m.5f "	"1"	"28"	"3"	"7"
"17:15:00"	"2011-03-18"	"Cheltenham"	"Pepe Simo (IRE)"	"11.00"	"17"	"Handicap Chase"	"8"	"23"	"Walsh, R"	"Nicholls, P F"	"2m.5f "	"1"	"21"	"3"	"3"
"17:15:00"	"2011-03-18"	"Cheltenham"	"Film Festival (USA)"	"33.00"	"62.72"	"Handicap Chase"	"15"	"23"	"Davis, Fearghal"	"Ellison, B"	"2m.5f "	"1"	"14"	"1"	"7"
"17:15:00"	"2011-03-18"	"Cheltenham"	"Sports Line (IRE)"	"28.00"	"44.72"	"Handicap Chase"	"17"	"23"	"Murphy, Timmy"	"McCain Jnr, D"	"2m.5f "	"1"	"28"	"5"	"7"
"17:15:00"	"2011-03-18"	"Cheltenham"	"Fiendish Flame (IRE)"	"28.00"	"38.21"	"Handicap Chase"	"PU"	"23"	"Maguire, Jason"	"McCain Jnr, D"	"2m.5f "	"1"	"26"	"3"	"12"
"17:15:00"	"2011-03-18"	"Cheltenham"	"Beggars Cap (IRE)"	"28.00"	"45.33"	"Handicap Chase"	"UR"	"23"	"Twiston-Davies, Sam"	"Murphy, Ferdy"	"2m.5f "	"1"	"13"	"7"	"11"
"16:40:00"	"2011-03-18"	"Cheltenham"	"Kauto Relko (FR)"	"50.00"	"95"	"Handicap Hurdle"	"5"	"23"	"Carberry, Peter"	"Hobbs, Mrs Rachel M"	"2m4.5f "	"2"	"26"	"2"	"12"
"16:40:00"	"2011-03-18"	"Cheltenham"	"Rose Of The Moon (IRE)"	"12.00"	"14"	"Handicap Hurdle"	"8"	"23"	"Greenall, Mr Jake"	"Harris, M F"	"2m4.5f "	"2"	"27"	"5"	"8"
"16:40:00"	"2011-03-18"	"Cheltenham"	"Palomar (USA)"	"33.00"	"46.13"	"Handicap Hurdle"	"16"	"23"	"Davis, Fearghal"	"Ellison, B"	"2m4.5f "	"2"	"28"	"9"	"15"
"16:40:00"	"2011-03-18"	"Cheltenham"	"Shalone"	"20.00"	"29.4"	"Handicap Hurdle"	"F"	"23"	"Huxley, Charlie"	"King, A"	"2m4.5f "	"2"	"27"	"5"	"11"
"14:05:00"	"2011-03-18"	"Cheltenham"	"Get Me Out Of Here (IRE)"	"7.00"	"8.53"	"Handicap Hurdle"	"2"	"26"	"McCoy, A P"	"ONeill, Jonjo and AJ"	"2m1f "	"1"	"28"	"8"	"15"
"14:05:00"	"2011-03-18"	"Cheltenham"	"Nearby"	"66.00"	"190"	"Handicap Hurdle"	"3"	"26"	"Davies, Chris"	"Hobbs, P J / White, J"	"2m1f "	"1"	"28"	"10"	"15"
"14:05:00"	"2011-03-18"	"Cheltenham"	"Salden Licht"	"25.00"	"39.74"	"Handicap Hurdle"	"5"	"26"	"Thornton, Robert"	"King, A"	"2m1f "	"1"	"28"	"BD"	"15"
"14:05:00"	"2011-03-18"	"Cheltenham"	"Zanir (FR)"	"25.00"	"35.32"	"Handicap Hurdle"	"13"	"26"	"Brennan, P J"	"George, T R"	"2m1f "	"1"	"28"	"F"	"15"
"14:05:00"	"2011-03-18"	"Cheltenham"	"Notus De La Tour (FR)"	"20.00"	"24.47"	"Handicap Hurdle"	"14"	"26"	"Scudamore, Tom"	"Pipe, D E"	"2m1f "	"1"	"28"	"3"	"15"
"14:05:00"	"2011-03-18"	"Cheltenham"	"Ciceron (IRE)"	"33.00"	"44"	"Handicap Hurdle"	"F"	"26"	"Coleman, A"	"Williams, Miss Venetia"	"2m1f "	"1"	"24"	"1"	"7"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Deal Done (FR)"	"20.00"	"32"	"Handicap Chase"	"3"	"24"	"McNamara, Mr R P"	"Hughes, D T"	"3m1.5f "	"2"	"18"	"8"	"16"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Galaxy Rock (IRE)"	"18.00"	"29"	"Handicap Chase"	"4"	"24"	"McNamara, Mr J T"	"ONeill, Jonjo and AJ"	"3m1.5f "	"2"	"16"	"1"	"4"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Far More Serious (IRE)"	"16.00"	"23"	"Handicap Chase"	"7"	"24"	"Waley-Cohen, Mr S"	"Longsdon, C E"	"3m1.5f "	"2"	"12"	"3"	"11"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Khachaturian (IRE)"	"20.00"	"24.35"	"Handicap Chase"	"10"	"24"	"Motherway, Mr C"	"McCain Jnr, D"	"3m1.5f "	"2"	"26"	"5"	"13"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Dance Island (IRE)"	"33.00"	"66.43"	"Handicap Chase"	"12"	"24"	"Andrews, Gina"	"Case, B I"	"3m1.5f "	"2"	"27"	"5"	"5"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Palypso De Creek (FR)"	"50.00"	"55.38"	"Handicap Chase"	"14"	"24"	"Wall, Mr M"	"Longsdon, C E"	"3m1.5f "	"2"	"26"	"6"	"13"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Mostly Bob (IRE)"	"12.00"	"15.64"	"Handicap Chase"	"PU"	"24"	"Best, J A"	"Hobbs, P J / White, J"	"3m1.5f "	"2"	"19"	"F"	"16"
"16:40:00"	"2011-03-17"	"Cheltenham"	"Teddys Reflection (IRE)"	"66.00"	"114.56"	"Handicap Chase"	"PU"	"24"	"Greenall, Mr O"	"Knight, Miss H C"	"3m1.5f "	"2"	"26"	"4"	"4"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Holmwood Legend"	"25.00"	"39.81"	"Handicap Chase"	"1"	"20"	"Burke, Keiran"	"Rodford, P R"	"2m5f "	"1"	"5"	"1"	"8"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Matuhi"	"16.00"	"22"	"Handicap Chase"	"6"	"20"	"OFarrell, C"	"Pipe, D E"	"2m5f "	"1"	"12"	"6"	"15"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Quartz de Thaix (FR)"	"7.00"	"8.22"	"Handicap Chase"	"7"	"20"	"Coleman, A"	"Williams, Miss Venetia"	"2m5f "	"1"	"10"	"1"	"4"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Gansey (IRE)"	"25.00"	"44.41"	"Handicap Chase"	"12"	"20"	"Buchanan, Peter"	"Smith, Mrs S J"	"2m5f "	"1"	"19"	"1"	"7"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Im A Legend"	"20.00"	"26.77"	"Handicap Chase"	"15"	"20"	"Quinlan, Mr Mark"	"Mulholland, N P"	"2m5f "	"1"	"26"	"4"	"9"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Just Smudge"	"33.00"	"46.9"	"Handicap Chase"	"F"	"20"	"Thomas, Sam"	"Williams, Miss Venetia"	"2m5f "	"1"	"14"	"UR"	"9"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Plein Pouvoir (FR)"	"50.00"	"81.17"	"Handicap Chase"	"PU"	"20"	"Dunne, R T"	"Williams, Miss Venetia"	"2m5f "	"1"	"12"	"9"	"15"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Piraya (FR)"	"33.00"	"38.83"	"Handicap Chase"	"PU"	"20"	"Farrelly, J W"	"Pipe, D E"	"2m5f "	"1"	"19"	"PU"	"16"
"16:00:00"	"2011-03-17"	"Cheltenham"	"Peplum (FR)"	"18.00"	"30.28"	"Handicap Chase"	"PU"	"20"	"Moore, Jamie"	"Moore, Gary and Josh"	"2m5f "	"1"	"5"	"2"	"8"
"14:05:00"	"2011-03-17"	"Cheltenham"	"Tarablaze"	"20.00"	"37.16"	"Handicap Hurdle"	"9"	"23"	"OBrien, T J"	"Hobbs, P J / White, J"	"3m "	"1"	"27"	"2"	"4"
"14:05:00"	"2011-03-17"	"Cheltenham"	"Rivage DOr (FR)"	"10.00"	"12.5"	"Handicap Hurdle"	"11"	"23"	"Cooper, Bryan J"	"Hughes, D T"	"3m "	"1"	"25"	"1"	"16"
"14:05:00"	"2011-03-17"	"Cheltenham"	"Mr Moonshine (IRE) (OLD)"	"40.00"	"79.97"	"Handicap Hurdle"	"22"	"23"	"Oliver, Henry"	"Smith, Mrs S J"	"3m "	"1"	"26"	"6"	"6"
"16:40:00"	"2011-03-16"	"Cheltenham"	"What A Charm (IRE)"	"9.00"	"11.11"	"Handicap Novices Hurdle"	"1"	"23"	"Townend, P"	"Moore, A L T"	"2m.5f "	"1"	"21"	"7"	"8"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Kumbeshwar"	"33.00"	"46.52"	"Handicap Novices Hurdle"	"2"	"23"	"Huxley, Charlie"	"King, A"	"2m.5f "	"1"	"18"	"3"	"9"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Dhaafer"	"16.00"	"19.8"	"Handicap Novices Hurdle"	"3"	"23"	"Thornton, Robert"	"King, A"	"2m.5f "	"1"	"19"	"2"	"7"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Jubail (IRE)"	"33.00"	"44.43"	"Handicap Novices Hurdle"	"5"	"23"	"Hutchinson, Wayne"	"King, A"	"2m.5f "	"1"	"21"	"4"	"15"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Kingdom Of Munster (IRE)"	"100.00"	"201.83"	"Handicap Novices Hurdle"	"8"	"23"	"Hughes, Brian"	"Fahey, R A"	"2m.5f "	"1"	"5"	"7"	"9"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Harry Hunt"	"66.00"	"170.57"	"Handicap Novices Hurdle"	"11"	"23"	"Mogford, Jodie"	"McPherson, Graeme P"	"2m.5f "	"1"	"21"	"3"	"15"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Kayef (GER)"	"16.00"	"25.32"	"Handicap Novices Hurdle"	"14"	"23"	"Scudamore, Tom"	"Scudamore, M J"	"2m.5f "	"1"	"26"	"1"	"8"
"16:40:00"	"2011-03-16"	"Cheltenham"	"Mr Muddle"	"100.00"	"222.86"	"Handicap Novices Hurdle"	"19"	"23"	"Glassonbury, Andrew"	"West, Miss Sheena"	"2m.5f "	"1"	"18"	"7"	"9"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Bothy"	"12.00"	"12.91"	"Handicap Hurdle"	"2"	"22"	"Cook, Danny"	"Ellison, B"	"2m5f "	"1"	"26"	"2"	"15"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Battle Group"	"33.00"	"57.95"	"Handicap Hurdle"	"4"	"22"	"Scudamore, Tom"	"Pipe, D E"	"2m5f "	"1"	"18"	"1"	"7"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Walkon (FR)"	"16.00"	"29.57"	"Handicap Hurdle"	"7"	"22"	"Thornton, Robert"	"King, A"	"2m5f "	"1"	"26"	"11"	"15"
