RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"16:00:00"	"2011-03-16"	"Cheltenham"	"Pistolet Noir (FR)"	"33.00"	"78.11"	"Handicap Hurdle"	"9"	"22"	"Popham, Mr I"	"Nicholls, P F"	"2m5f "	"1"	"22"	"4"	"7"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Mohanad (IRE)"	"100.00"	"354.06"	"Handicap Hurdle"	"12"	"22"	"Goldstein, Jamie"	"West, Miss Sheena"	"2m5f "	"1"	"15"	"2"	"6"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Trenchant"	"33.00"	"81.93"	"Handicap Hurdle"	"13"	"22"	"Hutchinson, Wayne"	"King, A"	"2m5f "	"1"	"17"	"2"	"5"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Lightning Strike (GER)"	"14.00"	"19"	"Handicap Hurdle"	"18"	"22"	"Coleman, A"	"Williams, Miss Venetia"	"2m5f "	"1"	"25"	"7"	"13"
"16:00:00"	"2011-03-16"	"Cheltenham"	"Song Of Songs"	"66.00"	"250.38"	"Handicap Hurdle"	"19"	"22"	"McLernon, R P"	"ONeill, Jonjo and AJ"	"2m5f "	"1"	"4"	"17"	"24"
"17:15:00"	"2011-03-15"	"Cheltenham"	"Tharawaat (IRE)"	"14.00"	"16.36"	"Handicap Novices Chase"	"6"	"20"	"Russell, D N"	"Elliott, Gordon"	"2m4.5f "	"1"	"17"	"1"	"3"
"17:15:00"	"2011-03-15"	"Cheltenham"	"Swing Bill (FR)"	"14.00"	"17.63"	"Handicap Novices Chase"	"7"	"20"	"Murphy, Timmy"	"Pipe, D E"	"2m4.5f "	"1"	"10"	"3"	"15"
"17:15:00"	"2011-03-15"	"Cheltenham"	"On Borrowed Wings (IRE)"	"12.00"	"16.42"	"Handicap Novices Chase"	"8"	"20"	"Jacob, Daryl"	"Fleming, A"	"2m4.5f "	"1"	"24"	"2"	"11"
"17:15:00"	"2011-03-15"	"Cheltenham"	"Quo Video (FR)"	"100.00"	"270"	"Handicap Novices Chase"	"PU"	"20"	"Killoran, R J"	"Vaughan, Tim"	"2m4.5f "	"1"	"26"	"3"	"4"
"17:15:00"	"2011-03-15"	"Cheltenham"	"Premier Sagas (FR)"	"20.00"	"27.46"	"Handicap Novices Chase"	"PU"	"20"	"Maguire, Jason"	"Richards, N G"	"2m4.5f "	"1"	"26"	"1"	"5"
"16:00:00"	"2011-03-15"	"Cheltenham"	"Another Jewel (IRE)"	"12.00"	"15.81"	"Handicap Chase"	"7"	"15"	"Cullen, J L"	"Murphy, Denis Paul"	"3m7f "	"2"	"24"	"PU"	"14"
"14:40:00"	"2011-03-15"	"Cheltenham"	"Bensalem (IRE)"	"5.00"	"6.6"	"Handicap Chase"	"1"	"19"	"Thornton, Robert"	"King, A"	"3m.5f "	"1"	"24"	"2"	"6"
"14:40:00"	"2011-03-15"	"Cheltenham"	"King Fontaine (IRE)"	"16.00"	"25.81"	"Handicap Chase"	"5"	"19"	"Lee, G"	"Jefferson, J M"	"3m.5f "	"1"	"24"	"PU"	"14"
"14:40:00"	"2011-03-15"	"Cheltenham"	"Exmoor Ranger (IRE)"	"25.00"	"36"	"Handicap Chase"	"6"	"19"	"ORegan, Denis"	"Dartnall, V R A"	"3m.5f "	"1"	"24"	"UR"	"8"
"14:40:00"	"2011-03-15"	"Cheltenham"	"Carrickmines (IRE)"	"40.00"	"69.98"	"Handicap Chase"	"10"	"19"	"Moore, Jamie"	"Newland, Dr R D P"	"3m.5f "	"1"	"24"	"4"	"8"
"14:40:00"	"2011-03-15"	"Cheltenham"	"The Rainbow Hunter"	"20.00"	"22.56"	"Handicap Chase"	"12"	"19"	"Cookson, Edward"	"Turnell, Andrew"	"3m.5f "	"1"	"25"	"2"	"10"
"14:40:00"	"2011-03-15"	"Cheltenham"	"Slippers Percy (IRE)"	"50.00"	"91.37"	"Handicap Chase"	"PU"	"19"	"Hogan, D G"	"Hogan, Denis Gerard"	"3m.5f "	"1"	"30"	"3"	"5"
"14:40:00"	"2011-03-15"	"Cheltenham"	"Adams Island (IRE)"	"16.00"	"21"	"Handicap Chase"	"UR"	"19"	"Conlon, Mr A"	"Curtis, Miss Rebecca"	"3m.5f "	"1"	"17"	"2"	"3"
"17:15:00"	"2010-03-19"	"Cheltenham"	"Consigliere (FR)"	"16.00"	"23"	"Handicap Chase"	"3"	"19"	"Scudamore, Tom"	"Pipe, D E"	"2m.5f "	"1"	"27"	"3"	"16"
"17:15:00"	"2010-03-19"	"Cheltenham"	"Youre The Top (FR)"	"6.50"	"9.2"	"Handicap Chase"	"PU"	"19"	"Geraghty, B J"	"Henderson, N J"	"2m.5f "	"1"	"22"	"1"	"4"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Pause And Clause (IRE)"	"14.00"	"18.09"	"Handicap Hurdle"	"1"	"24"	"Farrelly, J W"	"Lavelle, Miss E C"	"2m4.5f "	"2"	"27"	"UR"	"8"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Peveril"	"5.00"	"6.45"	"Handicap Hurdle"	"4"	"24"	"Bass, David"	"Henderson, N J"	"2m4.5f "	"2"	"21"	"1"	"14"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Ashkazar (FR)"	"4.50"	"7"	"Handicap Hurdle"	"7"	"24"	"Frost, Hadden"	"Pipe, D E"	"2m4.5f "	"2"	"27"	"8"	"16"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Sarando"	"40.00"	"120"	"Handicap Hurdle"	"12"	"24"	"Jones, S P"	"Webber, P R"	"2m4.5f "	"2"	"22"	"2"	"5"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Born Again (IRE)"	"20.00"	"29.55"	"Handicap Hurdle"	"13"	"24"	"McLernon, R P"	"ONeill, Jonjo and AJ"	"2m4.5f "	"2"	"28"	"2"	"7"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Dansimar"	"33.00"	"61.58"	"Handicap Hurdle"	"17"	"24"	"Biddick, Mr W"	"Williams, Miss Venetia"	"2m4.5f "	"2"	"24"	"2"	"14"
"16:40:00"	"2010-03-19"	"Cheltenham"	"Larkwing (IRE)"	"50.00"	"120"	"Handicap Hurdle"	"20"	"24"	"Jones, Mr R J"	"McNamara, E"	"2m4.5f "	"2"	"21"	"6"	"8"
"14:05:00"	"2010-03-19"	"Cheltenham"	"Pascha Bere (FR)"	"33.00"	"61.69"	"Handicap Hurdle"	"12"	"28"	"Moloney, Paul"	"Gifford, N J"	"2m1f "	"1"	"6"	"6"	"23"
"14:05:00"	"2010-03-19"	"Cheltenham"	"Oldrik (GER)"	"8.00"	"9.15"	"Handicap Hurdle"	"13"	"28"	"Johnson, Richard"	"Hobbs, P J / White, J"	"2m1f "	"1"	"6"	"2"	"23"
"14:05:00"	"2010-03-19"	"Cheltenham"	"Marodima (FR)"	"40.00"	"75"	"Handicap Hurdle"	"19"	"28"	"Conlon, Mr A"	"Curtis, Miss Rebecca"	"2m1f "	"1"	"16"	"1"	"7"
"16:40:00"	"2010-03-18"	"Cheltenham"	"Ma Yahab"	"14.00"	"18.5"	"Handicap Chase"	"4"	"24"	"Challoner, Mr Harry"	"Williams, Miss Venetia"	"3m1.5f "	"2"	"27"	"3"	"9"
"16:40:00"	"2010-03-18"	"Cheltenham"	"Saphir Des Bois (FR)"	"20.00"	"29.78"	"Handicap Chase"	"8"	"24"	"Carr, Miss Jenny"	"ONeill, Jonjo and AJ"	"3m1.5f "	"2"	"18"	"1"	"6"
"16:40:00"	"2010-03-18"	"Cheltenham"	"Heathcliff (IRE)"	"25.00"	"39.25"	"Handicap Chase"	"F"	"24"	"Greenall, Mr T"	"Lee, R"	"3m1.5f "	"2"	"14"	"8"	"12"
"16:40:00"	"2010-03-18"	"Cheltenham"	"Zitenka (IRE)"	"33.00"	"41.61"	"Handicap Chase"	"PU"	"24"	"Greenall, Mr O"	"Easterby, T D"	"3m1.5f "	"2"	"28"	"3"	"6"
"16:00:00"	"2010-03-18"	"Cheltenham"	"The Sawyer (BEL)"	"16.00"	"24"	"Handicap Chase"	"9"	"24"	"Sweeney, Mr N P"	"Buckler, R H"	"2m5f "	"1"	"26"	"3"	"6"
"16:00:00"	"2010-03-18"	"Cheltenham"	"Made In Taipan (IRE)"	"25.00"	"35.13"	"Handicap Chase"	"PU"	"24"	"Russell, D N"	"Mullins, Thomas"	"2m5f "	"1"	"18"	"4"	"8"
"16:00:00"	"2010-03-18"	"Cheltenham"	"Changing Course (IRE)"	"80.00"	"250.06"	"Handicap Chase"	"PU"	"24"	"Lynch, A E"	"Bromhead, Henry De"	"2m5f "	"1"	"158"	"10"	"16"
"16:00:00"	"2010-03-18"	"Cheltenham"	"Victorias Groom (GER)"	"20.00"	"24.15"	"Handicap Chase"	"PU"	"24"	"Costello, Dougie"	"Wadham, Mrs L"	"2m5f "	"1"	"27"	"1"	"4"
"14:05:00"	"2010-03-18"	"Cheltenham"	"Chamirey (FR)"	"28.00"	"63.52"	"Handicap Hurdle"	"3"	"24"	"Hutchinson, Wayne"	"King, A"	"3m "	"1"	"26"	"3"	"12"
"14:05:00"	"2010-03-18"	"Cheltenham"	"Trenchant"	"25.00"	"47.66"	"Handicap Hurdle"	"16"	"24"	"Thornton, Robert"	"King, A"	"3m "	"1"	"18"	"1"	"7"
"14:05:00"	"2010-03-18"	"Cheltenham"	"Roccos Hall (IRE)"	"25.00"	"52.08"	"Handicap Hurdle"	"19"	"24"	"Madden, N P"	"OGrady, E J"	"3m "	"1"	"26"	"14"	"16"
"14:05:00"	"2010-03-18"	"Cheltenham"	"Silk Affair (IRE)"	"33.00"	"53.95"	"Handicap Hurdle"	"PU"	"24"	"OBrien, T J"	"Quinlan, M G"	"3m "	"1"	"1"	"24"	"28"
"13:30:00"	"2010-03-18"	"Cheltenham"	"The Midnight Club (IRE)"	"16.00"	"22.13"	"Handicap Novices Chase"	"3"	"20"	"Townend, P"	"Mullins, W P"	"2m5f "	"1"	"28"	"1"	"13"
"13:30:00"	"2010-03-18"	"Cheltenham"	"Take The Breeze (FR)"	"33.00"	"63.83"	"Handicap Novices Chase"	"8"	"20"	"Skelton, Harry"	"Nicholls, P F"	"2m5f "	"1"	"18"	"1"	"4"
"13:30:00"	"2010-03-18"	"Cheltenham"	"Tanks For That (IRE)"	"22.00"	"44.7"	"Handicap Novices Chase"	"PU"	"20"	"Tinkler, Andrew"	"Henderson, N J"	"2m5f "	"1"	"21"	"2"	"4"
"13:30:00"	"2010-03-18"	"Cheltenham"	"Awesome George"	"28.00"	"40.59"	"Handicap Novices Chase"	"PU"	"20"	"Huxley, Charlie"	"King, A"	"2m5f "	"1"	"17"	"1"	"7"
"13:30:00"	"2010-03-18"	"Cheltenham"	"Nicanor (FR)"	"14.00"	"18.7"	"Handicap Novices Chase"	"PU"	"20"	"Carberry, P"	"Meade, Noel"	"2m5f "	"1"	"19"	"1"	"9"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Sanctuaire (FR)"	"4.00"	"5.78"	"Handicap Novices Hurdle"	"1"	"24"	"Walsh, R"	"Nicholls, P F"	"2m.5f "	"1"	"22"	"1"	"13"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Orsippus (USA)"	"33.00"	"44.12"	"Handicap Novices Hurdle"	"3"	"24"	"Condon, D J"	"Smith, Michael"	"2m.5f "	"1"	"21"	"2"	"14"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Son Amix (FR)"	"14.00"	"26.64"	"Handicap Novices Hurdle"	"4"	"24"	"Cooper, Bryan J"	"Cooper, Thomas"	"2m.5f "	"1"	"18"	"1"	"13"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Bothy"	"10.00"	"11.22"	"Handicap Novices Hurdle"	"7"	"24"	"Mercer, Keith"	"Ellison, B"	"2m.5f "	"1"	"22"	"1"	"10"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Shanrod (IRE)"	"50.00"	"228.67"	"Handicap Novices Hurdle"	"13"	"24"	"Power, R M"	"Halford, M"	"2m.5f "	"1"	"25"	"3"	"8"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Stars Du Granits (FR)"	"28.00"	"45.27"	"Handicap Novices Hurdle"	"16"	"24"	"Coleman, A"	"Williams, Miss Venetia"	"2m.5f "	"1"	"25"	"F"	"7"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Bocamix (FR)"	"33.00"	"58.8"	"Handicap Novices Hurdle"	"20"	"24"	"OConnell, Michael"	"Crook, A"	"2m.5f "	"1"	"25"	"4"	"7"
"16:40:00"	"2010-03-17"	"Cheltenham"	"Prince Pippin (IRE)"	"66.00"	"413.82"	"Handicap Novices Hurdle"	"PU"	"24"	"Freeman, A"	"Curran, S"	"2m.5f "	"1"	"22"	"8"	"9"
"16:00:00"	"2010-03-17"	"Cheltenham"	"On Raglan Road (IRE)"	"16.00"	"19.12"	"Handicap Hurdle"	"11"	"28"	"ORegan, Denis"	"Johnson, J Howard"	"2m5f "	"1"	"348"	"F"	"15"
"16:00:00"	"2010-03-17"	"Cheltenham"	"Good Old Thyme (IRE)"	"40.00"	"78.74"	"Handicap Hurdle"	"14"	"28"	"Johnson, Richard"	"Newland, Dr R D P"	"2m5f "	"1"	"15"	"1"	"16"
"16:00:00"	"2010-03-17"	"Cheltenham"	"Silk Hall (UAE)"	"80.00"	"154.19"	"Handicap Hurdle"	"25"	"28"	"Williams, Christian"	"King, A"	"2m5f "	"1"	"12"	"3"	"8"
"16:00:00"	"2010-03-16"	"Cheltenham"	"A New Story (IRE)"	"25.00"	"40"	"Handicap Chase"	"1"	"16"	"Heskin, A P"	"Hourigan, Michael"	"3m7f "	"2"	"9"	"4"	"21"
"16:00:00"	"2010-03-16"	"Cheltenham"	"Sizing Australia (IRE)"	"5.50"	"7.4"	"Handicap Chase"	"11"	"16"	"Lynch, A E"	"Bromhead, Henry De"	"3m7f "	"2"	"27"	"7"	"10"
"16:00:00"	"2010-03-16"	"Cheltenham"	"Preists Leap (IRE)"	"33.00"	"128.57"	"Handicap Chase"	"13"	"16"	"Russell, D N"	"OLeary, Thomas Gerard"	"3m7f "	"2"	"24"	"UR"	"8"
"14:40:00"	"2010-03-16"	"Cheltenham"	"Chief Dan George (IRE)"	"33.00"	"49.39"	"Handicap Chase"	"1"	"24"	"Aspell, P"	"Moffatt, James"	"3m.5f "	"1"	"20"	"1"	"9"
"14:40:00"	"2010-03-16"	"Cheltenham"	"Ogee"	"8.00"	"10.03"	"Handicap Chase"	"3"	"24"	"McCarthy, J A"	"Robeson, Mrs P"	"3m.5f "	"1"	"21"	"1"	"4"
"14:40:00"	"2010-03-16"	"Cheltenham"	"Bible Lord (IRE)"	"80.00"	"213.46"	"Handicap Chase"	"11"	"24"	"Grant, Mark"	"Turnell, Andrew"	"3m.5f "	"1"	"17"	"PU"	"13"
"17:15:00"	"2009-03-13"	"Cheltenham"	"Pasco (SWI)"	"8.00"	"10.5"	"Handicap Chase"	"9"	"18"	"Thomas, Sam"	"Nicholls, P F"	"2m.5f "	"1"	"22"	"1"	"6"
"17:15:00"	"2009-03-13"	"Cheltenham"	"Jigsaw Dancer (IRE)"	"66.00"	"180"	"Handicap Chase"	"13"	"18"	"Grant, Mark"	"Turnell, Andrew"	"2m.5f "	"1"	"29"	"PU"	"5"
"17:15:00"	"2009-03-13"	"Cheltenham"	"Beggars Cap (IRE)"	"33.00"	"55"	"Handicap Chase"	"UR"	"18"	"Lee, G"	"Murphy, Ferdy"	"2m.5f "	"1"	"13"	"7"	"9"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Midnight Chase"	"100.00"	"236.44"	"Handicap Hurdle"	"2"	"23"	"OConnor, M M"	"Mulholland, N P"	"2m4.5f "	"2"	"27"	"6"	"8"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Big Eared Fran (IRE)"	"3.50"	"5"	"Handicap Hurdle"	"3"	"23"	"Farrelly, J W"	"Pipe, D E"	"2m4.5f "	"2"	"6"	"1"	"18"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Presenting Copper (IRE)"	"16.00"	"20"	"Handicap Hurdle"	"5"	"23"	"Flint, R P"	"Hobbs, P J / White, J"	"2m4.5f "	"2"	"29"	"7"	"10"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Leamington Lad (IRE)"	"100.00"	"320.82"	"Handicap Hurdle"	"7"	"23"	"England, David"	"Twiston-Davies, N A"	"2m4.5f "	"2"	"3"	"PU"	"20"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Oscatello (USA)"	"16.00"	"17.51"	"Handicap Hurdle"	"8"	"23"	"ODwyer, Darren"	"Hobbs, P J / White, J"	"2m4.5f "	"2"	"7"	"1"	"5"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Faltering Fullback"	"22.00"	"38"	"Handicap Hurdle"	"10"	"23"	"Cawley, A P"	"McNamara, E"	"2m4.5f "	"2"	"13"	"2"	"5"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Hangover (IRE)"	"8.50"	"10.59"	"Handicap Hurdle"	"15"	"23"	"Townend, P"	"ODwyer, Conor"	"2m4.5f "	"2"	"27"	"1"	"20"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Penn Da Benn (FR)"	"10.00"	"16.03"	"Handicap Hurdle"	"16"	"23"	"Huxley, Charlie"	"King, A"	"2m4.5f "	"2"	"27"	"1"	"7"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Carrickboy (IRE)"	"12.00"	"14.37"	"Handicap Hurdle"	"18"	"23"	"Coleman, A"	"Williams, Miss Venetia"	"2m4.5f "	"2"	"18"	"7"	"9"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Quartz de Thaix (FR)"	"20.00"	"20.16"	"Handicap Hurdle"	"19"	"23"	"Scholfield, Nick"	"Williams, Miss Venetia"	"2m4.5f "	"2"	"6"	"12"	"18"
"16:40:00"	"2009-03-13"	"Cheltenham"	"Gaspara (FR)"	"25.00"	"27.35"	"Handicap Hurdle"	"UR"	"23"	"Glassonbury, Andrew"	"Pipe, D E"	"2m4.5f "	"2"	"3"	"5"	"21"
"14:05:00"	"2009-03-13"	"Cheltenham"	"American Trilogy (IRE)"	"20.00"	"22.19"	"Handicap Hurdle"	"1"	"27"	"Walsh, R"	"Nicholls, P F"	"2m1f "	"1"	"27"	"9"	"14"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Stradbrook (IRE)"	"66.00"	"103.04"	"Handicap Hurdle"	"2"	"27"	"McLernon, R P"	"ONeill, Jonjo and AJ"	"2m1f "	"1"	"6"	"17"	"19"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Nortonthorpe Lad (IRE)"	"50.00"	"85"	"Handicap Hurdle"	"4"	"27"	"Jacob, Daryl"	"Thorpe, Mrs A M"	"2m1f "	"1"	"23"	"1"	"9"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Kandari (FR)"	"14.00"	"16.5"	"Handicap Hurdle"	"5"	"27"	"Madden, N P"	"Meade, Noel"	"2m1f "	"1"	"26"	"6"	"16"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Daves Dream (IRE)"	"3.50"	"4.85"	"Handicap Hurdle"	"6"	"27"	"Geraghty, B J"	"Henderson, N J"	"2m1f "	"1"	"6"	"1"	"19"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Gloucester"	"80.00"	"225.39"	"Handicap Hurdle"	"10"	"27"	"Kington, John"	"Scudamore, M J"	"2m1f "	"1"	"3"	"16"	"20"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Moves Goodenough"	"100.00"	"346.73"	"Handicap Hurdle"	"14"	"27"	"Murphy, Timmy"	"Turnell, Andrew"	"2m1f "	"1"	"6"	"16"	"19"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Leos Lucky Star (USA)"	"66.00"	"117.46"	"Handicap Hurdle"	"19"	"27"	"Scudamore, Tom"	"Pipe, D E"	"2m1f "	"1"	"3"	"14"	"20"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Rippling Ring (SAF)"	"33.00"	"37.74"	"Handicap Hurdle"	"23"	"27"	"Scholfield, Nick"	"Nicholls, P F"	"2m1f "	"1"	"18"	"9"	"9"
"14:05:00"	"2009-03-13"	"Cheltenham"	"Clopf (IRE)"	"33.00"	"38.25"	"Handicap Hurdle"	"27"	"27"	"McNamara, Andrew J"	"OGrady, E J"	"2m1f "	"1"	"27"	"5"	"6"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Character Building (IRE)"	"16.00"	"21"	"Handicap Chase"	"1"	"24"	"Codd, Mr J J"	"Quinn, J J"	"3m1.5f "	"2"	"26"	"9"	"16"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Pretty Star (GER)"	"16.00"	"19.63"	"Handicap Chase"	"2"	"24"	"Cook, Danny"	"Williams, Miss Venetia"	"3m1.5f "	"2"	"14"	"2"	"11"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Irish Raptor (IRE)"	"9.00"	"15"	"Handicap Chase"	"10"	"24"	"Twiston-Davies, Sam"	"Twiston-Davies, N A"	"3m1.5f "	"2"	"12"	"UR"	"8"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Aggies Lad (IRE)"	"16.00"	"26.01"	"Handicap Chase"	"13"	"24"	"OConnor, Derek"	"Martin, A J"	"3m1.5f "	"2"	"19"	"5"	"18"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Arteea (IRE)"	"100.00"	"317.91"	"Handicap Chase"	"14"	"24"	"Monk, Mr J L"	"Pipe, D E"	"3m1.5f "	"2"	"383"	"7"	"8"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Go For One (IRE)"	"20.00"	"27"	"Handicap Chase"	"PU"	"24"	"Greenall, Mr T"	"Williams, Miss Venetia"	"3m1.5f "	"2"	"12"	"UR"	"8"
"16:40:00"	"2009-03-12"	"Cheltenham"	"Brooklyn Breeze (IRE)"	"33.00"	"46"	"Handicap Chase"	"PU"	"24"	"Dobbin, Mrs R"	"Lungo, L"	"3m1.5f "	"2"	"21"	"1"	"6"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Something Wells (FR)"	"33.00"	"42"	"Handicap Chase"	"1"	"23"	"Biddick, Mr W"	"Williams, Miss Venetia"	"2m5f "	"1"	"28"	"2"	"10"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Or Bleu (FR)"	"16.00"	"25.53"	"Handicap Chase"	"7"	"23"	"OBrien, T J"	"Hobbs, P J / White, J"	"2m5f "	"1"	"28"	"1"	"5"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Osako DAiry (FR)"	"25.00"	"34.13"	"Handicap Chase"	"12"	"23"	"Thomas, Sam"	"Nicholls, P F"	"2m5f "	"1"	"28"	"1"	"10"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Clarified (IRE)"	"8.50"	"11"	"Handicap Chase"	"F"	"23"	"Townend, P"	"Martin, A J"	"2m5f "	"1"	"26"	"3"	"17"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Pop (FR)"	"50.00"	"111.66"	"Handicap Chase"	"F"	"23"	"Tinkler, Andrew"	"Daly, H D"	"2m5f "	"1"	"17"	"1"	"7"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Le Burf (FR)"	"28.00"	"48"	"Handicap Chase"	"F"	"23"	"Bradburne, Mark"	"Smyly, G R I"	"2m5f "	"1"	"19"	"1"	"9"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Oceanos Des Obeaux (FR)"	"20.00"	"36"	"Handicap Chase"	"PU"	"23"	"Johnson, Richard"	"Hobbs, P J / White, J"	"2m5f "	"1"	"18"	"1"	"6"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Silverburn (IRE)"	"20.00"	"23.25"	"Handicap Chase"	"PU"	"23"	"Scholfield, Nick"	"Nicholls, P F"	"2m5f "	"1"	"19"	"PU"	"20"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Stan (NZ)"	"33.00"	"48.92"	"Handicap Chase"	"PU"	"23"	"Coleman, A"	"Williams, Miss Venetia"	"2m5f "	"1"	"12"	"4"	"15"
"16:00:00"	"2009-03-12"	"Cheltenham"	"Fier Normand (FR)"	"25.00"	"32.18"	"Handicap Chase"	"PU"	"23"	"Fehily, Noel"	"ONeill, Jonjo and AJ"	"2m5f "	"1"	"19"	"12"	"20"
"14:05:00"	"2009-03-12"	"Cheltenham"	"Kayf Aramis"	"16.00"	"20"	"Handicap Hurdle"	"1"	"22"	"Coleman, A"	"Williams, Miss Venetia"	"3m "	"1"	"20"	"1"	"5"
"14:05:00"	"2009-03-12"	"Cheltenham"	"Pennek (FR)"	"9.00"	"13.93"	"Handicap Hurdle"	"3"	"22"	"Thornton, Robert"	"King, A"	"3m "	"1"	"26"	"3"	"14"
"14:05:00"	"2009-03-12"	"Cheltenham"	"Scriptwriter (IRE) (OLD)"	"12.00"	"17.05"	"Handicap Hurdle"	"6"	"22"	"ORegan, Denis"	"Johnson, J Howard"	"3m "	"1"	"26"	"5"	"14"
"14:05:00"	"2009-03-12"	"Cheltenham"	"Middleton Dene (IRE)"	"33.00"	"34"	"Handicap Hurdle"	"9"	"22"	"Dobbin, Mrs R"	"Richards, N G"	"3m "	"1"	"23"	"UR"	"14"
"14:05:00"	"2009-03-12"	"Cheltenham"	"Raslan (OLD)"	"50.00"	"121.02"	"Handicap Hurdle"	"10"	"22"	"Murphy, Timmy"	"Pipe, D E"	"3m "	"1"	"364"	"PU"	"24"
"14:05:00"	"2009-03-12"	"Cheltenham"	"Foreman (GER)"	"40.00"	"90"	"Handicap Hurdle"	"14"	"22"	"McGrath, Richard"	"ONeill, Jonjo and AJ"	"3m "	"1"	"19"	"2"	"7"
"13:30:00"	"2009-03-12"	"Cheltenham"	"Isnt That Lucky"	"11.00"	"12.5"	"Handicap Novices Chase"	"2"	"20"	"McGrath, Richard"	"ONeill, Jonjo and AJ"	"2m5f "	"1"	"3"	"1"	"4"
"13:30:00"	"2009-03-12"	"Cheltenham"	"Crescent Island (IRE)"	"25.00"	"34.98"	"Handicap Novices Chase"	"3"	"20"	"Brennan, P J"	"Twiston-Davies, N A"	"2m5f "	"1"	"10"	"2"	"4"
"13:30:00"	"2009-03-12"	"Cheltenham"	"Northern Alliance (IRE)"	"8.00"	"9.76"	"Handicap Novices Chase"	"4"	"20"	"Walsh, R"	"Martin, A J"	"2m5f "	"1"	"24"	"3"	"9"
"13:30:00"	"2009-03-12"	"Cheltenham"	"Straw Bear (USA)"	"33.00"	"49.84"	"Handicap Novices Chase"	"5"	"20"	"Fehily, Noel"	"Gifford, N J"	"2m5f "	"1"	"18"	"4"	"7"
"13:30:00"	"2009-03-12"	"Cheltenham"	"Tranquil Sea (IRE) (OLD)"	"8.00"	"8.8"	"Handicap Novices Chase"	"6"	"20"	"McNamara, Andrew J"	"OGrady, E J"	"2m5f "	"1"	"25"	"5"	"7"
"13:30:00"	"2009-03-12"	"Cheltenham"	"The Vicar (IRE)"	"14.00"	"14.1"	"Handicap Novices Chase"	"PU"	"20"	"Elsworth, Dominic"	"Knight, Miss H C"	"2m5f "	"1"	"26"	"1"	"8"
"16:40:00"	"2009-03-11"	"Cheltenham"	"Silk Affair (IRE)"	"11.00"	"17"	"Handicap Novices Hurdle"	"1"	"22"	"OBrien, T J"	"Quinlan, M G"	"2m.5f "	"1"	"14"	"1"	"8"
"16:40:00"	"2009-03-11"	"Cheltenham"	"Saticon"	"20.00"	"29.94"	"Handicap Novices Hurdle"	"3"	"22"	"Hutchinson, Wayne"	"King, A"	"2m.5f "	"1"	"18"	"2"	"7"
